"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Besqueuil, Jean-Pierre. An 2?]";"Pagès |Devèze";"vols |";"Mémoire pour le citoyen Jean-Pierre Besqueuil second, propriétaire, habitant de la ville du Puy, appelant d'un jugement rendu au tribunal d'arrondissement de la même ville, le 2 germinal an 10 ; contre le cit. Louis-Joseph Descours, commissaire, habitant de la même ville du Puy, intimé.";"De l'imprimerie de Landriot (Riom)";;"Circa An 2|Circa An 2|1789-1799 : Révolution |";"text|factum";"application/pdf|32 p.";"BCU_Factums_M0203";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G1303||||||";"Le Puy-en-Velay (43157) |Yssingeaux (43268) |Saint-Hostien (43194) |Le Pertuis (43150)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0203.pdf"
"[Factum. Boisson. 1804]";"Bergier |Boirot";"vices de forme |expropriations |";"Consultation pour les enfants Boisson. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"1804|1804|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|3 p.";"BCU_Factums_M0204";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";0;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0204.pdf"
"[Factum. Delaporte, Gaspard-Amable. An 9?]";"Gourbeyre";"usufruit |";"Mémoire pour Gaspard-Amable Delaporte, propriétaire, habitant de la ville de Gannat, appelant ; contre Louis-François Cavy, propriétaire, habitant du chef-lieu du canton d'Ecurolles ; Antoine Alleigre, maître maçon, et Louise Blondel, sa femme autorisée en justice, habitans de la ville de Gannat ; Pierre Sarron, cultivateur, et Magdelaine Blondel, sa femme, autorisée en justice, habitans de la commune de Sauzet ; Gilbert Sarron, cultivateur, Marie Blondel, sa femme, autorisée en justice ; Antoine Coutin, cultivateur, autre Marie Blondel, sa femme, autorisée en justice ; Antoine Varayre, cultivateur, Louise Blondel, sa femme, autorisée en justice ; et Antoine Saulzet, tous habitans aussi en la commune de Sauzet ; Joseph Gervy, cultivateur, et Jeanne Blondel, sa femme, autorisée en justice, habitans de la commune de Montignet ; et Françoise Moulins, veuve et commune de Gilbert Blondel, habitante de la commune de Sauzet, département de l'Allier, arrondissement de Gannat, intimés.";"De l'imprimerie de Landriot (Riom)";;"Circa An 9|1784-Circa An 9|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|19 p.";"BCU_Factums_M0205";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Gannat (03118)  |Sauzet (26338) |Monteignet-sur-l’Andelot (03182) |Moulins (03190) |Mazerier (03166)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0205.pdf"
"[Factum. Scepeaux,  Marie-Louise-Joseph de. An 10]";"Delapchier |Faye |Granchier |Pagès |Gaschon |Deval |Pévost |Pagès-Meymac |Couhert-Duvernet";"successions |partage |";"Mémoire pour Marie-Louise-Joseph de Scepeaux, veuve de Blaise Daurelle de Champétière, intimée ; contre Louise-Magdelaine Daurelle de Champétière, sa fille, et Jacques Beinaguet de Penautier, son mari, appelans.";"De l'imprimerie de Landriot (Riom)";;"An 10|An 7-An 10|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|27 p.";"BCU_Factums_M0206";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0313||||||";"Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0206.pdf"
"[Factum. Chamerlat, Benoit. An 11?]";"Bergier";"créances |expropriations |";"Consultation pour le citoyen Benoit Chamerlat, habitant de la ville de Clermont-Ferrand, Appelant ; contre Les Créanciers hypothécaires inscrits du citoyen Pierre Reynaud, Intimés. |Annotations manuscrites.";"Chez J. Veysset";;"Circa An 11|1792-Circa An 11|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|23 p.";"BCU_Factums_M0207";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0208||||||";"Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0207.pdf"
"[Jugement du tribunal d'appel de Riom. Chamerlat, Benoit. An 11?]";"Poughon";"créances |expropriations |";"Jugement du tribunal d'appel de Riom entre Benoît Chamerlat et Gilberte Batisse.";"s.n.";;"Circa An 11|1792-Circa An 11|1789-1799 : Révolution |1799-1804 : Consulat |";"text|Jugement";"application/pdf|8 p.";"BCU_Factums_M0208";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0207||||||";"Riom (63300) |Cébazat (63063) |Lyon (69123) |Blanzat (63042) |Châteaugay (63099) |Paris (75056) |Aigueperse (63001)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0208.pdf"
"[Factum. Coutanson, Pierre. 1802]";"Couhert-Duvernet |Croisier |Andraud";"successions |partage |jurisprudence |tribunal de familles |minorité |tutelle |doctrine |ordonnance de 1539 |";"Mémoire pour Pierre Coutanson et Marguerite Chéclin, sa femme, intimés ; contre Jacques Chéclin, appelant. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"1802|1770-1802|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|27 p.";"BCU_Factums_M0209";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0210 |BCU_Factums_M0703 |BCU_Factums_G1418 |BCU_Factums_G1419||||||";"Yssingeaux (43268)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0209.pdf"
"[Factum. Coutanson, Pierre. An 10]";"Couhert-Duvernet |Croisier";"successions |partage |jurisprudence |tribunal de familles |minorité |tutelle |doctrine |ordonnance de 1539 |prescription |fideicommis |";"Précis en réplique pour Pierre Coutanson et Catherine Chéclin, sa femme, intimés ; contre Jacques Chéclin, appelant.";"De l'imprimerie de Landriot (Riom)";;"An 10|1798-An 10|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|7 p.";"BCU_Factums_M0210";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0209 |BCU_Factums_M0703 |BCU_Factums_G1420||||||";"Yssingeaux (43268)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0210.pdf"
"[Factum. Chappel, Marie-Julien. 1804?]";"Boyer |Rousseau
|Bonnefoi, Avoué
";"divorces |nullité |jugement moral du divorce |appréciation de la notion de mauvais traitements |séparation de corps |témoins |premier divorce clermontois depuis la promulgation du code civil |violences sur autrui |maltraitance |";"Mémoire pour Marie-Julien Chappel, officier de santé pharmacien, habitant à Clermont-Ferrand, défendeur ; Contre dame Marguerite Monestier, son épouse, se disant autorisée par justice, demeurant en la même ville, demanderesse en divorce. |Annotations manuscrites : voir le jugement qui admet la preuve des faits, et l'arrêt infirmatif au journal des arrêts de Riom, an 12, p. 88.";"Chez Veysset (Clermont-Ferrand)";;"Circa 1804|Circa 1804|1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|28  p.";"BCU_Factums_M0211";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0211.pdf"
"[Factum. Champflour de Palbost, Jacques. An 11]";"Champflour-Palbost |Pagès |Collanges";"successions |arbitrages |assemblées de famille |donations |partage |légitime |testaments |hôpitaux |loterie |assignats |bureau de paix |créances |domaines agricoles |";"Mémoire pour Jacques Champflour de Palbost, appelant d'un jugement rendu au tribunal civil de l'arrondissement de Clermont, le 14 fructidor an 10 ; contre Martial Champflour-Saint-Pardoux, prêtre ; Jean-Baptiste-Anne Champflour-Lauradoux, intimés. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"An 11|1796-An 11|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|56 p.";"BCU_Factums_M0212";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0213 |BCU_Factums_G1301||||||";"Clermont-Ferrand (63113) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0212.pdf"
"[Factum. Champflour-Lauradoux, Jean-Baptiste-Anne. An 11]";"Pagès-Meimac |Mandet";"successions |arbitrages |assemblées de famille |donations |partage |légitime |testaments |hôpitaux |loterie |assignats |bureau de paix |créances |domaines agricoles |";"Mémoire pour Jean-Baptiste-Anne Champflour-Lauradoux et Martial Champflour-Saint-Pardoux, habitans de la ville de Clermont-Ferrand, intimés ; contre Jacques Champflour-Palbost, habitant de la même ville, appelant.";"De l'imprimerie de Landriot (Riom)";;"An 11|1772-An 11|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|39 p.";"BCU_Factums_M0213";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0212 |BCU_Factums_G1301||||||";"Clermont-Ferrand (63113) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0213.pdf"
"[Factum. Paiement d'une légitime aux héritiers. An 9?]";0;"successions |partage |jurisprudence |";"Dissertation sommaire [Paiement d'une légitime aux héritiers]";"De l'imprimerie de Landriot (Riom)";;"Circa An 9|1793-1801|1789-1799 : Révolution |1799-1804 : Consulat |";"text|Dissertation sommaire";"application/pdf|12 p.";"BCU_Factums_M0214";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Puy-de-Dôme";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0214.pdf"
"[Factum. Coudert, Pierre. 1804]";"Armand |Pagès |Costes";"jouissance des eaux |successions |prescription acquisitive |";"Mémoire sur quelques questions relatives à la propriété et jouissance des eaux. Précis pour Pierre Coudert, négociant, habitant de la ville d'Aurillac, propriétaire de la terre de St-Chamant, intimé ; contre Jean-André Cabanes, notaire public, habitant du lieu d'Autrières, commune de Saint-Chamant, appelant de sentence rendue aux requêtes du palais, à Paris, le 20 mai 1789.";"De l'imprimerie de Landriot (Riom)";;"1804|1783-1804|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|26 p.";"BCU_Factums_M0215";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0216 |BCU_Factums_G1407 |BCU_Factums_G1408||||||";"Aurillac (15014) |Saint-Chamant (15176)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0215.pdf"
"[Factum. Cabanes, Jean-André. 1789?]";"Armand |Andraud |Devèze";"jouissance des eaux |successions |prescription acquisitive |";"Mémoire en réponse sur la propriété et le partage des eaux. Mémoire pour Jean-André Cabanes, notaire, habitant du lieu d'Autrières, commune de Saint-Chamant, appelant de la sentence des requêtes du palais du 20 mai 1789 ; contre Pierre Coudert, négociant, habitant de la ville d'Aurillac, intimé. En réponse au mémoire de l'intimé. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"Circa 1789|1783-1804|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|38 p.";"BCU_Factums_M0216";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0215 |BCU_Factums_G1407 |BCU_Factums_G1408||||||";"Aurillac (15014) |Saint-Chamant (15176)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0216.pdf"
"[Factum Capelle. 1804?]";"Lamouroux |Bertrand fils |Séverac";"legs |confiscation des biens d'Eglise |bienfaisance |doctrine |testaments |";"Précis pour le Sieur Capelle, défendeur, contre le Bureau de Bienfaisance de la Ville d'Aurillac, demandeur.";"Imprimerie de Veuve Sardine (Saint-Flour)";;"Circa 1804|1749-1805|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|48 p.";"BCU_Factums_M0217";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0218 |BCU_Factums_M0219 |BCU_Factums_G1309 |  |BCU_Factums_G1310 |BCU_Factums_G1311_0CR   ||||||";"Aurillac (15014)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0217.pdf"
"[Factum. Capelle, Pierre-Antoine-Urbain. 1804?]";"Pagès |Marie";"legs |confiscation des biens d'Eglise |bienfaisance |doctrine |testaments |";"Mémoire sur la nullité d'un legs de 80000 francs, fait à l’œuvre de la Miséricorde établie en la ville d'Aurillac. Mémoire en réponse pour Pierre-Antoine-Urbain Capelle, propriétaire, habitant du lieu et commune de Saint-Constant, intimé ; contre les Administrateurs du Bureau de Bienfaisance de la ville d'Aurillac, appelans d'un Jugement rendu au Tribunal d'arrondissement de Saint-Flour, le 20 floréal an II. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"Circa 1804|1785-Circa 1804|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|38 p.";"BCU_Factums_M0218";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0217 |BCU_Factums_M0219 |BCU_Factums_G1309 |BCU_Factums_G1310 |BCU_Factums_G1311
||||||";"Aurillac (15014) |Saint-Constant (15181) |Saint-Flour (15187)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0218.pdf"
"[Factum. Bureau de bienfaisance de la ville d'Aurillac. 1804?]";"Jules |Mallet |Boirot |Bergier |Beille-Bergier";"legs |confiscation des biens d'Eglise |bienfaisance |doctrine |testaments |";"Mémoire pour les pauvres de la ville d'Aurillac, légataires d'une somme de 80000 francs. Mémoire pour les Pauvres d'Aurillac, représentés par le Bureau de bienfaisance de cette ville, appelant ; contre le Sieur Capelle, héritier de madame de Galieu. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;" Circa 1804|1785-Circa 1804|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|48 p.";"BCU_Factums_M0219";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0217 |BCU_Factums_M0218 |BCU_Factums_G1309 |BCU_Factums_G1310 |BCU_Factums_G1311
||||||";"Aurillac (15014)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0219.pdf"
"[Factum. Leclerc-Champmartin. An 10?]";"Gourbeyre";"créances |affichage |droit de criées |droit romain |adjudications |expropriations |";"Réponse à mémoire imprimé, etc. pour les enfans Leclerc-Champmartin, demandeurs en intervention et subrogation, et subsidiairement appelans ; contre Étienne Dusson-Poisson, défendeur et intimé. |annotations manuscrites.  2 pages insérées entre page 24 et 25 et intitulées « Observations sur le défaut d'intérêt (Suite du paragraphe II, page 16.)";"De l'imprimerie de Landriot (Riom)";;"Circa An 10|1779-An 10|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|53 p.";"BCU_Factums_M0220";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Paris (75056) |Bierre (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0220.pdf"
"[Factum. Chapaveyre. An 2?]";"Poirier |Andraud";"insinuation |enregistrement |donations entre époux |donations |doctrine |";"Consultation pour la dame Chapaveyre, habitante de la ville de Murat, département du Cantal, appelante d'un jugement rendu au tribunal civil de l'arrondissement de Riom, le 9 thermidor an 10 ; contre le citoyen Antoine Teilhard-Duchambon, propriétaire, habitant de ladite ville de Riom, intimé.";"De l'imprimerie de Landriot (Riom)";;"Circa An 2|1790-1802|1789-1799 : Révolution |1799-1804 : Consulat";"text|factum";"application/pdf|19 p.";"BCU_Factums_M0221";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Murat (15138) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0221.pdf"
"[Factum. Courbon, Claudine. An 2]";"Branche |Pagès |Mandet";"biens dotaux |coutume du Bourbonnais |";"Mémoire en réponse, pour Claudine Courbon, femme séparée de biens de Joseph Chomat, notaire public, habitant de la ville de Saint-Etienne, département de la Loire, et le citoyen Chomat, tant en son nom que comme autorisant sa femme, intimés et demandeurs ; contre Jean et autre Jean Varinier, père et fils, propriétaires, habitans du lieu des Ronzes, commune de Tence, département de la Haute-Loire, appelans et défendeurs ; et encore contre Antoine Varinier, Antoine Crouzet, Marie-Anne Crouzet, et Claude Garnier, son mari, défendeurs en assistance de cause. Questions. La femme mineure peut-elle, en contractant mariage, donner à son mari, le droit d'aliéner ses immeubles dotaux ? Les appelans peuvent-ils revenir contre la chose jugée ? Y a-t-il lésion dans la vente portée par le traité du 20 avril 1728 ? |arbre généalogique.";"De l'imprimerie de Landriot (Riom)";;"An 2|1725-An 2|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|21 p.";"BCU_Factums_M0222";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Saint-Eienne (42218) |Tence (43244)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0222.pdf"
"[Factum. Dancette, Jean-Jacques. 1803]";"Marcheix |Andraud |Vazeille";"successions |actes de vêture |droit canonique |droit civil |mort civile |";"Mémoire sur la nullité et la réclamation contre des vœux en religion. Mémoire pour Jean-Jacques Dancette, prêtre, habitant de la commune de Beauzat, département de la Haute-Loire, défendeur en tierce-opposition, et aussi demandeur en tierce-opposition ; contre Françoise Faugier et Jacques Massadier son mari, de lui autorisée, demandeurs et défendeurs.";"De l'imprimerie de Landriot (Riom)";;"1803|1761-1803|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|46 p.";"BCU_Factums_M0223";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0725 |BCU_Factums_M0726||||||";"Beauzac (43025)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0223.pdf"
"[Factum. Lagulhe. An 12?]";"Pagès";"biens dotaux |droit coutumier |gain de survie |douaire |";"Précis pour Dame Lagulhe, veuve de François-Xavier Cellin-Dumontel, appelante ; contre Monsieur Joseph Cornudet, membre du sénat conservateur, et madame Jeanne Cellin, son épouse, autorisée en justice, intimés. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"Circa An 12|1765-Circa An 12|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|20 p.";"BCU_Factums_M0224";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Chanteloube (domaine de) |Brughail (domaine de)  |Chastreix (63098)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0224.pdf"
"[Factum. Fayolle, Côme-Damien. 1804?]";"Fayolle";"successions |rentes |usufruit |jeux de cartes |faux |";"Précis pour Côme-Damien Fayolle, Accusé ; contre Jacques Deffarges, plaignant.";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa 1804|1787-Circa 1804|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|7 p.";"BCU_Factums_M0225";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0318||||||";"Saint-Amant-Roche-Savine (63314)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0225.pdf"
"[Factum. Dubois. An 9]";"Andraud";"coutume d'Auvergne |droit romain |droit écrit |doctrine |experts |coutume du Bourbonnais |coutume de Paris |";"Consultation [Citoyen Dubois, intimé ; contre citoyen Teyssèdre, appelant] |Annotations manuscrites. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"1801|1800-1801|1799-1804 : Consulat |";"text|factum";"application/pdf|16 p.";"BCU_Factums_M0226";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Murat (15138) |La Courdon (domaine de) |Marchadial (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0226.pdf"
"[Factum. Dupic, Antoine. An 11]";"Delapchier |Bergier";"huissiers |faux |confirmation d'identité |corruption |";"Mémoire pour Antoine Dupic, avoué à Ambert, accusé de complicité de faux ; contre le commissaire du gouvernement, poursuivant, et le citoyen Barrière, plaintif.";"De l'imprimerie de Landriot (Riom)";;"An 11|An 2-An 11|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|19 p.";"BCU_Factums_M0227";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G1225 |BCU_Factums_M0312||||||";"Ambert (63003) |Saint-Germain-l'Herm (63353)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0227.pdf"
"[Factum. Dejax, Agnès. An 11?]";"Pagès |Vazeille";"successions |testaments |donations déguisées |donations |";"Mémoire en réponse pour Dame Agnès Dejax, et le citoyen Pierre Dalbine, son mari, juge au tribunal d'arrondissement de Brioude ; Joseph Dalbine, Marie Dalbine, et Anne-Marie Dalbine, veuve de Robert Croze-Montbrizet-Gizaguet, tant en son nom que comme tutrice de ses enfans ; tous intimés : contre Julien Dejax, homme de loi, habitant de la ville de Brioude, appelant d'un jugement rendu au tribunal de cette même ville, le 6 messido an 10. |Annotations manuscrites |Arbre généalogique.";"De l'imprimerie de Landriot (Riom)";;"Circa An 11|1771-Circa An 11|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|27 p.";"BCU_Factums_M0228";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"||||||";"Brioude (43040) |Vazeliettes (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0228.pdf"
"[Factum. Devèze, Jean-Baptiste. An 11?]";"Tiolier |Andraud |Croisier";"ventes d'office |arbitrages |";"Mémoire pour Jean-Baptiste Devèze, appelant ; contre Antoine Lamouroux, intimé ; en réponse à celui de l'intimé.";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa An 11|1786-Circa An 11|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|48 p.";"BCU_Factums_M0229";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G1411 |BCU_Factums_G1412||||||";"Aurillac (15014) |Mauriac (15120) |Saint-Flour (15187)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0229.pdf"
"[Factum. Douvreleur de Gardelle. An 11?]";"Gourbeyre";"mains levées d'opposition |ventes |";"Observations pour la dame Douvreleur de Gardelle et son mari, appelans ; contre Jean-Joseph Choussy-Dupin, intimé. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"Circa An 11|1792-Circa An 11|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|22 p.";"BCU_Factums_M0230";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_G0930 ||||||";"Chazeaux (domaine des) |Folgoux (terre de) |Ambert (63003) |Malvières (43128)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0230.pdf"
"[Factum. Douvreleur de Gardelle, Joseph. An 10]";"Gourbeyre";"assignats |bail |bail emphytéotique |surnoms |contre-révolution |";"Mémoire pour Joseph Douvreleur de Gardelle, homme de loi, demeurant à Arlanc, fils et héritier universel de défunt Michel Douvreleur de Gardelle, notaire public, appelant ; contre Antoine Velay, cultivateur, habitant du village de Carpatel, mairie d'Arlanc, tant en son nom que comme fils et héritier de défunt Claude Velay, dit le Mensonge ; Antoine Bravard, jardinier, demeurant en la ville d'Arlanc ; et Magdelaine Velay, sa femme, aussi fille et héritière de Claude Velay, intimés. |Annotations manuscrites.";"De l'imprimerie de Landriot (Riom)";;"An 10|1714-An 10|1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|36 p.";"BCU_Factums_M0231";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Marie";"fre";"BCU_Factums_M0712 |BCU_Factums_G1221||||||";"Arlanc (63010) |Capartel (63010)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_M0231.pdf"
