"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Pérol, Benoit. 1788]";"Grenier";"cens |pagésie |quittances |fraudes |saisie |justice seigneuriale |";"Mémoire à consulter, et consultation, pour sieur Benoit Pérol. Contre sieur Antoine-Marie Legay, notaire royal, et baillis de Pontgibaud.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1788|1785-1805|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|16 p.";"BCU_Factums_B0127";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_M0724||||||";"Pontgibaud (63285) |Olby (63257) |La Gardette (village de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0127.pdf"
"[Factum. De Moléen de La Vernède, Pierre. 1788]";"De Lafarge |Grenier |Granet";"cens |déguerpissement |bail emphitéotique |bohades |domaines agricoles |successions |doctrine |coutume de Paris |chemins royaux |routes |";"Mémoire pour messire Pierre de Moléen de La Vernède, chevalier, marquis de Saint-Poncy, seigneur d'Alleret et autres places, procureur, syndic pour le clergé et la noblesse, en l'élection de Brioude, défendeur. Contre Antoine Ourceyre, laboureur, demandeur.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1788|1782-1788|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|13 p.";"BCU_Factums_B0128";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"||||||";"Brioude (43040) |Saint-Poncy (15207) |Alleret (terre d')";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0128.pdf"
"[Factum. Les habitants du village de Loudières-Bas. 1788]";"Faradéche De Gromond |Grenier |Frenaye";"dîmes |bénédictins |droits féodaux |experts |doctrine |dîme inféodée |percière |";"Mémoire pour les habitants du village de Loudières-Bas, paroisse de Celoux, défendeurs. Contre monsieur Louis-Philibert de Cheminade de Lormet, chevalier, seigneur de Corbières, et autres lieux, chevalier de l'Ordre royal et militaire de Saint-Louis, ancien colonel du régiment de Chartres, et dame Marie-Magdelaine Talemandier, son épouse, de lui autorisée, et autres héritiers de monsieur Joseph-Louis Talemandier, écuyer, demandeurs. Et encore demandeurs en assistance de cause contre les religieux bénédictins de la Voute, défendeurs.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1788|1670-1788|Avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|15 p.";"BCU_Factums_B0129";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0130||||||";"Céloux (15032) |Montchamp (15130)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0129.pdf"
"[Factum. De Cheminade de Lormet. 1789]";"De Gromont |Granet";"dîmes |bénédictins |droits féodaux |experts |doctrine |dîme inféodée |percière |dîmes Gerbaud |Mercoeur (Duché de) |";"Mémoire signifié, pour les sieur et dame de Cheminade de Lormet, de Rechignat et de Sartiges, demandeurs.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1789|1670-1789|Avant 1661 |1661-1715 : Règne de Louis XIV |1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|12 p.";"BCU_Factums_B0130";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"BCU_Factums_B0129||||||";"Céloux (15032) |Montchamp (15130)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0130.pdf"
"[Factum. Tessot, Antoine. 1787?]";"Cathol |Du Defan |Grenier |Juge";"créances |livres-journaux |abbayes |";"Précis pour sieur Antoine Tessot, marchand Drapier, habitant de la ville d'Ebreuil, demandeur et défendeur. Contre monsieur Gabriel Decourtaurel, écuyer, sieur de Monclard, défendeur et demandeur.";"de l'imprimerie de Martin Dégoutte (Riom)";;"Circa 1787|1779-1787|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |";"text|factum";"application/pdf|18 p.";"BCU_Factums_B0131";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"||||||";"Ebreuil (03107)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0131.pdf"
"[Factum. Boyer, Antoine. 1789]";"Faidit |Grenier |Granet";"banqueroute |opinion publique |créances |prison |marchands de bestiaux |livres-journaux |juridiction consulaire |";"Mémoire pour Antoine Boyer, Jean Chabrol, Jean Soulier, Etienne Varenne, Jean Maigne, Jean de Lendy et Antoine Reynaud, tous marchands, habitants des paroisses de Veze, Dienne et Alanche, demandeurs. Contre sieur Jean Bonnet, seigneur de Charmensat, habitant de la ville d'Alanche, défendeur.";"de l'imprimerie de Martin Dégoutte (Riom)";;"1789|1785-1789|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|27 p.";"BCU_Factums_B0132";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"||||||";"Véze (15256) |Dienne (15061) |Allanche (15001) |Charmensac (15043)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0132.pdf"
"[Factum. Force, Benoit. 1790]";"Rollet |Grenier |Deveze";"biens adventifs |successions |nullité |ventes |droit écrit |dot |biens paraphernaux |coutume d'Auvergne |doctrine |fraudes |";"Mémoire pour Benoit Force, Claude Force, Benoit Force, le jeune, et autres, appellants. Contre Jean Anglade, intimé. |Annotations manuscrites. Attendus du jugement de l'An 4";"de l'imprimerie de Martin Dégoutte (Riom)";;"1790|1772-1790|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|19 p.";"BCU_Factums_B0133";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"||||||";"Saint-Germain-l'Herm (63353)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0133.pdf"
"[Factum. Boyer, Marie. 1792]";"Grenier |Beaulaton |Lapeyre |Granchier |Touttée, fils |Jourde |Pagès";"renonciation à succession |rétroactivité de la loi |contrats de mariage |forclusion |coutume d'Auvergne |intention du testateur |";"Consultation sur l'effet des renonciations conventionnelles, et des forclusions coutumières, d'après le décret du 8 avril 1791.";"de l'imprimerie de Landriot (Riom) |Chez Beauvert et Rousset (Clermont-Ferrand)";;"1792|1764-1792|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|20 p.";"BCU_Factums_B0134";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"||||||";"Charbonnières-les-Vieilles (63093)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0134.pdf"
"[Factum. Choussy, Barthélemy. 1793]";"Bouchardon |Deval |Grenier |Devèze";"tutelle |fraudes |créances |appropriations de biens |marchands associés |témoins |commerce |inventaires |rumeurs |inondations |vin |textile |climat |draps |";"Mémoire pour les citoyens Barthélemy, Marie et Catherine Choussy, enfans et héritiers du citoyen Gaspard Choussy, habitans de la ville de Billom ; François-Avit Greliche, homme de loi, mari de ladite Catherine Choussy ; et Barthélemy Grelet, homme de loi, curateur à l'émancipation desdits mineurs Choussy, intimés et appelans. Contre la citoyenne Catherine Galice, veuve de Nicolas Choussy ; et le citoyen Jacques-Philippe Choussy, homme de loi, héritier sous bénéfice d'inventaire dudit Nicolas Choussy, son père, appelans et intimés.";"De l'Imprimerie de Landriot (Riom)";;"1793|1767-1793|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|40 p.";"BCU_Factums_B0135";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"||||||";"Billom (63040)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0135.pdf"
"[Factum. Bosredon, Jean-Marie. 1793]";"Bosredon |Grenier";"émigrés |chevaliers de Malte |prison |citoyenneté française |neutralité politique |certificats de résidence |opinion publique |";"Mémoire pour Jean-Marie Bosredon, détenu dans la maison de justice près le tribunal criminel du département du Puy-De-Dôme, comme soupçonné d'émigration.";"De l'Imprimerie de Landriot (Riom)";;"1793|1782-1793|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |";"text|factum";"application/pdf|21 p.";"BCU_Factums_B0136";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Baron-Grenier";"fre";"||||||";"Condat (15054) |Riom (63300) |Lyon (69123)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_B0136.pdf"
