"Titre";"Créateur";"Sujet";"Description";"Editeur";"Contributeur";"Date";"Type";"Format";"Identifiant";"Source";"Langue";"Relation";"Couverture";"Droit";"url"
"[Factum. Verny, Marie-Suzanne. 1807]";0;"successions |partage |forclusion |coutume d'Auvergne |droit intermédiaire |légitime |droit à la récolte |";"Titre complet : Conclusions motivées pour dame Marie-Suzanne Verny, et le sieur Pierre Vernière, son mari, propriétaires, habitans de la ville de Riom ; le sieur Claude-Amable Jusseraud, fils et héritier de défunte Françoise Verny, imprimeur, habitant de la ville de Paris, appelans ; Contre monsieur Gaspard-Antoine Verny, président de la Cour d'appel de Riom ; Pierre-Paul Verny, propriétaire ; Pierre-Amable Gaubert, greffier en chef du tribunal de première instance de la ville de Riom ; Gaspard-Antoine Gaubert, commis-greffier ; Claude-Amable Gaubert, et Pierre Gaubert père, tous habitans de la ville de Riom, intimés.|Particularités : notation manuscrite : arrêt du 19 juin 1807 qui rejette la demande. Pourvoi en cassation. Arrêt du 19 juin 1809 qui modifie. « Il est intéressant à lire » écrit Godemeil. Sirez 1809-1-407. Devernoi, 1809-1-300|Table Godemel : Exclusion : - coutumière. Les lois des 8 avril 1791 et 18 pluviôse an 5 ont-elles réputées surérogatoires, et, comme telles, annulé les renonciations faites par des filles, sous l’empire d’une coutume d’exclusion non absolue ? 2. les mâles, qui lors de la publication de la première de ces lois, étaient mariés, doivent-ils conserver les avantages résultant des exclusions coutumières, lors même que leurs sœurs exclues ne s’étaient mariées qu’après eux ? 3. le légitimaire ou cohéritier rappelé au partage d’une succession dont il avait d’abord été exclu, doit-il prendre pour base du règlement de ses droits, le partage conventionnel déjà fait, s’il l’a été de bonne foi ? ou bien, le premier partage, doit-il, en ce cas, être considéré comme non avenu, même à l’égard des héritiers qui y ont figuré ?|";"De l'Imprimerie de Landriot (Clermont)";;"1807|1794-1807|1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|8 p.";"BCU_Factums_G1717";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Riom (63300) |Pleinchamp (domaine de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1717.pdf"
"[Factum. De Sevin.1807]";"Godard |Grenier |Desèze |Berryer |Gaschon |Delamaille |Chabroud";"ventes |offices |créanciers |hypothèques |émigrés |doctrine |";"Titre complet : Consultation pour le sieur de Sevin, tuteur légal de ses enfants, héritiers de la dame leur mère ; sur l'appel interjeté par le sieur Bachelier, et par la Dame d'Houdetot, d'un jugement d'ordre rendu par le Tribunal Civil de l'arrondissement communal de Mortain, le 29 Pluviôse an 10, entre les créanciers du sieur Collet de Saint-James.|Particularités : notation manuscrite : 9 juin 1808, arrêt de la cour de Caen, infirme et déclare l'inscription non valable. 21 février 1810, arrêt de rejet de la section civile. Voir Sirey, 1810-1-209, doctrine sur la matière|Table Godemel : Délégation : 2. le créancier au profit duquel une délégation a été faite dans un acte, où il n’a point été partie, peut-elle, en vertu de cet acte prendre inscription pour les biens du débiteur délégué, s’il n’a préalablement accepté la délégation formellement et authentiquement ? l’inscription hypothécaire prise pour lui est-elle réputée acceptation de la délégation ?|";"De l'imprimerie de Langlois (Paris)";;"1807|1767-1807|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|16 p.";"BCU_Factums_G1718";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Mortain (50359)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1718.pdf"
"[Factum. Langlois. 1807]";"Gaschon |Godard";"testaments |témoins |vices de forme |nullité du testament |";"Titre complet : Mémoire à consulter et consultation sur le pourvoi formé par les sieur et dame Langlois, contre un Arrêt rendu par la Cour d'Appel de Caen, le 25 juin 1806, en faveur du Sieur Durand. [suivi de] Consultation.|||";"De l'imprimerie de Langlois (Paris)";;"1807|An 14-1807|1804-1814 : 1er Empire |";"text|factum";"application/pdf|13 p.";"BCU_Factums_G1719";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Valsemé (14723)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1719.pdf"
"[Factum. Nollet, Rosalie-Félicité de. 1806]";"Gaschon |Godard";"douaire |émigrés |séquestre |donations |coutume de Normandie |successions |";"Titre complet : Mémoire à consulter et consultation pour la dame Rosalie-Félicité de Nollet, veuve du sieur Louis-Augustin de Pierrefont ; sur la question de savoir si le sieur Lecoq de Beuville est fondé à se pourvoir en cassation contre un arrêt de la Cour d'appel de Caen, qui le condamne, au double titre d'héritier et de donataire du sieur de Pierrepont, à fournir le douaire de la dame sa veuve.|||";"Porthmann (Paris)";;"1806|1788-1806|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|22 p.";"BCU_Factums_G1720";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Caen (14118)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1720.pdf"
"[Factum. Rollat, Eléonore. 1807]";"Delapchier |Barthélémy |Andraud| Chossier| Pagès-Meymac| Gerzat| Pagès| Malbet";"abus de confiance |prêt |empoisonnement |Murol (famille) |homicides |";"Titre complet : Mémoire pour la dame Eléonore Rollat, épouse de François Philippe Courby, habitant à Aigueperse [suivi de ] Consultation.|Particularités : Notation manuscrite : « 28 octobre 1809, après cinq jours de débats, à la cour de justice criminelle, acquittement sur ma plaidoirie. »||";"De l'Imprimerie de Landriot (Riom)";;"Juin 1807|1806-1807|1804-1814 : 1er Empire |";"text|factum";"application/pdf|22 p.";"BCU_Factums_G1721";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_M0613|BCU_Factums_M0334|||||";"Aigueperse (63001)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1721.pdf"
"[Factum. Gertoux, Brice.  An 6?]";"Gertoux";"persécution contre fonctionnaires publics |fonctionnaires |rumeurs |harcèlement |menaces de mort |démence |auberges |";"Titre complet : A son Excellence Monseigneur le Grand-Jude, ministre de la Justice, grand Officier de la légion d'Honneur.||Table Godemel : Folie : - pétition au grand juge, annonçant tous les caractères de la folie de la part du rédacteur. il se plaint d’un système de persécution organisé dans le département des hautes Pyrénées, contre les fonctionnaires publics, dans un but contraire au gouvernement ; en cherchant, principalement, par des moyens occultes, à désorganiser les têtes et à faire tomber dans un état de folie les personnes dont on veut se débarrasser.|";"s.n.";;"circa An 6|An 6|1789-1799 : Révolution |";"text|factum";"application/pdf|29 p.";"BCU_Factums_G1722";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Tarbes (65440) |Miélan (32252)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1722.pdf"
"[Factum. Esmelin, René. 1808]";"Boirot |Huguet";"successions |traités de familles |coutume du Bourbonnais |vie monastique |religieuses |rétroactivité de la loi |émigrés |minorité |négoce avec les Amériques |banques |experts |arbitrages |donations |généalogie |";"Titre complet : Mémoire pour René Esmelin, Gilbert Esmelin-Deux-Aigues, Claude-Amable Lapelin, et Marie-Magdeleine Esmelin, son épouse ; Jean-François Lagarde-Delavilenne, et Thérèse Esmelin, son épouse ; Marie-Adelaïde Esmelin, veuve Debard, intimé ; contre Geneviève Esmelin, veuve d'Amable Dechamps, ex-religieuse, appelante ; en présence de Procule Esmelin, ex-religieuse ; et encore en présence de Jacques-Marie-Pierre Loisel-Guillois, tuteur de ses enfants, héritiers d'Agnès Esmelin, leur aïeule maternelle aussi intimés.|Particularités : notation manuscrite : «  28 mars 1808, 1ére section, adopte les motifs du jugement du 13 octobre 1806, 21 février et 2 mai 1807, confirmé. »|Table Godemel : Transaction : 5. le majeur qui a traité avec des mineurs sur des intérêts respectifs et sur un partage, est-il recevable à demander la nullité de l’acte, pour vice de forme résultant de leur propre incapacité ?|";"De l'Imprimerie de Landriot (Clermont)";;"1808|1764-1808|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|33 p.";"BCU_Factums_G1723";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Moulins (03190) |Clermont-Ferrand (63113) |Chirat-l'Eglise (3077) |Bouis (terre du) |Chirat (domaine de) |Bellenaves (03022) |Beyrat (terre du) |La Presel (terre de) |La Soubraut (terre de) |Laroche (terre de) |Le Logis (terre de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1723.pdf"
"[Table des matières Godemel volume 17]";0;0;"|||";0;;"||";"text|table des matières";"application/pdf|6 p.";"BCU_Factums_G1724";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";0;"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1724.pdf"
"[Factum. Rabusson de Vaure. 1808]";"Jutier |Huguet |Bernardi |Decombrousse |Chabroud |Mailhe |Poirier";"secondes noces |coutume du Bourbonnais |contrats de mariage |communautés |dot |forclusion |fils avantagé |successions |avantages prohibés |préciput |";"Titre complet : Précis en réponse, pour les sieur et dame Rabusson de Vaure, intimés ; contre les sieur et dame Hilliard, cotuteurs de la demoiselle Dumont, appelans.|Particularités : notation manuscrite : texte complet de l'arrêt 1ére section 5 août 1808.|Table Godemel : Préciput : 2. une disposition de préciput, en coutume de Bourbonnais, faite en faveur d’un fils par ses père et mère, dans les contrats de mariage de ses deux sœurs, comme condition de non apanage et d’une institution contractuelle à leur profit, est-elle valable, lors surtout que par le contrat de mariage du fils, le père survivant a surabondamment confirmé cette disposition, en vertu de la faculté que s’en étaient réservée les instituants, comme condition de cette même institution ? les sœurs instituées peuvent-elles soutenir que la réserve et dispositions faites en faveur de leur frère, étranger à leurs contrats de mariage, ne pouvaient leur enlever leur portion dans l’objet réservé, cette disposition n’ayant pas été faite dans son propre contrat de mariage, aux termes de l’article 219 de la coutume ? peuvent-elles à leur institution pour se dégager des charges et conditions qui en font partie, et demander le partage par égalité ? Ou, au contraire, en cas de renonciation, devraient-elles être réduites à l’apanage fixé par leur constitution dotale ?|";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1808|1775-1808|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|20 p.";"BCU_Factums_G1801";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"|BCU_Factums_G1802|BCU_Factums_G1803|BCU_Factums_G1804|||";"Saulzet (domaine de) |Deux-Chaises (03099) |Mont (terre de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1801.pdf"
"[Factum. De La Roque. 1808]";"Tardif";"secondes noces |coutume du Bourbonnais |contrats de mariage |communautés |dot |forclusion |fils avantagé |successions |avantages prohibés |préciput |";"Titre complet : Réponse des sieur et dame de la Roque de Mons, intimés, au mémoire des sieur et dame Hilliard, cotuteurs de la demoiselle Dumont, appelans.||Table Godemel : Préciput : 2. une disposition de préciput, en coutume de Bourbonnais, faite en faveur d’un fils par ses père et mère, dans les contrats de mariage de ses deux sœurs, comme condition de non apanage et d’une institution contractuelle à leur profit, est-elle valable, lors surtout que par le contrat de mariage du fils, le père survivant a surabondamment confirmé cette disposition, en vertu de la faculté que s’en étaient réservée les instituants, comme condition de cette même institution ? les sœurs instituées peuvent-elles soutenir que la réserve et dispositions faites en faveur de leur frère, étranger à leurs contrats de mariage, ne pouvaient leur enlever leur portion dans l’objet réservé, cette disposition n’ayant pas été faite dans son propre contrat de mariage, aux termes de l’article 219 de la coutume ? peuvent-elles à leur institution pour se dégager des charges et conditions qui en font partie, et demander le partage par égalité ? Ou, au contraire, en cas de renonciation, devraient-elles être réduites à l’apanage fixé par leur constitution dotale ?|";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1808|1775-1808|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|76 p.";"BCU_Factums_G1802";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1801|BCU_Factums_G1803|BCU_Factums_G1804||||";"Saulzet (domaine de) |Deux-Chaises (03099) |Mont (terre de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1802.pdf"
"[Factum. Hilliard. 1808]";"Jutier |Huguet |Bernardi |Decombrousse |Chabroud |Mailhe |Poirier";"secondes noces |coutume du Bourbonnais |contrats de mariage |communautés de biens entre époux  |dot |forclusion |fils avantagé |successions |avantages prohibés |préciput |";"Titre complet : Mémoire pour les sieur et dame Hilliard, cotuteurs de la demoiselle Dumont, appelans ; contre les sieurs et dames Rabusson, de Vaure et de la Roque, intimés.||Table Godemel : Préciput : 2. une disposition de préciput, en coutume de Bourbonnais, faite en faveur d’un fils par ses père et mère, dans les contrats de mariage de ses deux sœurs, comme condition de non apanage et d’une institution contractuelle à leur profit, est-elle valable, lors surtout que par le contrat de mariage du fils, le père survivant a surabondamment confirmé cette disposition, en vertu de la faculté que s’en étaient réservée les instituants, comme condition de cette même institution ? les sœurs instituées peuvent-elles soutenir que la réserve et dispositions faites en faveur de leur frère, étranger à leurs contrats de mariage, ne pouvaient leur enlever leur portion dans l’objet réservé, cette disposition n’ayant pas été faite dans son propre contrat de mariage, aux termes de l’article 219 de la coutume ? peuvent-elles à leur institution pour se dégager des charges et conditions qui en font partie, et demander le partage par égalité ? Ou, au contraire, en cas de renonciation, devraient-elles être réduites à l’apanage fixé par leur constitution dotale ?|";"s.n.";;"1808|1775-1808|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|32 p.";"BCU_Factums_G1803";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1802|BCU_Factums_G1801|BCU_Factums_G1804||||";"Saulzet (domaine de) |Deux-Chaises (03099) |Mont (terre de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1803.pdf"
"[Factum. Hilliard. 1808]";"Grenier";"secondes noces |coutume du Bourbonnais |contrats de mariage |communautés |dot |forclusion |fils avantagé |successions |avantages prohibés |préciput |";"Titre complet : Consultation pour les sieur et dame Hilliard, cotuteurs de la demoiselle Dumont, appelans ; contre les sieurs et dames Rabusson de Vaure et de la Roque, intimés.||Table Godemel : Préciput : 2. une disposition de préciput, en coutume de Bourbonnais, faite en faveur d’un fils par ses père et mère, dans les contrats de mariage de ses deux sœurs, comme condition de non apanage et d’une institution contractuelle à leur profit, est-elle valable, lors surtout que par le contrat de mariage du fils, le père survivant a surabondamment confirmé cette disposition, en vertu de la faculté que s’en étaient réservée les instituants, comme condition de cette même institution ? les sœurs instituées peuvent-elles soutenir que la réserve et dispositions faites en faveur de leur frère, étranger à leurs contrats de mariage, ne pouvaient leur enlever leur portion dans l’objet réservé, cette disposition n’ayant pas été faite dans son propre contrat de mariage, aux termes de l’article 219 de la coutume ? peuvent-elles à leur institution pour se dégager des charges et conditions qui en font partie, et demander le partage par égalité ? Ou, au contraire, en cas de renonciation, devraient-elles être réduites à l’apanage fixé par leur constitution dotale ?|";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1808|1775-1808|1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|12 p.";"BCU_Factums_G1804";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1802|BCU_Factums_G1803|BCU_Factums_G1801||||";"Saulzet (domaine de) |Deux-Chaises (03099) |Mont (terre de)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1804.pdf"
"[Factum. Destaing, veuve. 1808?]";"Jaubert |Chabot";"mariage |contestations de légitimité de mariages étrangers |expédition d'Egypte |opinion publique |xénophobie |Delzons |";"Titre complet : Observations sur la cause de la dame veuve Destaing, et sur le libelle diffamatoire imprimé et publié à Riom pour ses adversaires, et produit par eux devant la Cour d'Appel séant en cette ville.||Table Godemel : Mariage : 2. un mariage contracté par un militaire, en pays étranger, peut-il être prouvé par témoins, s’il est établi qu’on n’y était pas en usage de tenir des registres publics ? La possession de l’état de la femme suffit-elle pour contraindre les héritiers du mari à lui payer une provision ?|";"Hacquart (Paris)";;"Circa An 8|An 6-An 8|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|14 p.";"BCU_Factums_G1805";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_M0410|BCU_Factums_M0536|BCU_Factums_M0537|BCU_Factums_M0530|BCU_Factums_M0603|BCU_Factums_M0604|BCU_Factums_M0605";"Aurillac (15014) |Le Caire (Egypte)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1805.pdf"
"[Factum. Estaing, Jean-Baptiste d'. 1808]";"Pagès";"mariage |contestations de légitimité de mariages étrangers |expédition d'Egypte |opinion publique |xénophobie |Delzons |";"Titre complet : Mémoire en réponse, pour Sieurs Jean-Baptiste d'Estaing, ancien commandant d'armes à Chambéry, Jacques-Théodore, Pierre-Gabriel, Catherine et Elizabeth d'Estaing, frères et sœurs, intimés et appelans ; contre Anne, soi-disant Nazo, soi-disant Grecque d'origine, se disant veuve du général d'Estaing, se disant pareillement tutrice de Marie, sa fille, appelante d'un jugement rendu au tribunal de Mauriac, le 13 août 1807, et intimée.||Table Godemel : Mariage : 2. un mariage contracté par un militaire, en pays étranger, peut-il être prouvé par témoins, s’il est établi qu’on n’y était pas en usage de tenir des registres publics ? La possession de l’état de la femme suffit-elle pour contraindre les héritiers du mari à lui payer une provision ?|";"De l'imprimerie de Thibaud-Landriot";;"1808|An 6-An 8|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|62 p.";"BCU_Factums_G1806";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_M0410|BCU_Factums_M0536|BCU_Factums_M0535|BCU_Factums_M0530|BCU_Factums_M0603|BCU_Factums_M0604|BCU_Factums_M0605";"Aurillac (15014) |Le Caire (Egypte)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1806.pdf"
"[Factum. Nazo, Anne. 1808?]";0;"mariage |contestations de légitimité de mariages étrangers |expédition d'Egypte |opinion publique |xénophobie |Delzons |";"Titre complet : Pièces justificatives.||Table Godemel : Mariage : 2. un mariage contracté par un militaire, en pays étranger, peut-il être prouvé par témoins, s’il est établi qu’on n’y était pas en usage de tenir des registres publics ? La possession de l’état de la femme suffit-elle pour contraindre les héritiers du mari à lui payer une provision ?|";"De l'imprimerie de Thibaud-Landriot";;"|An 6-An 8|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|10 p.";"BCU_Factums_G1807";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_M0410|BCU_Factums_M0536|BCU_Factums_M0535|BCU_Factums_M0537|BCU_Factums_M0603|BCU_Factums_M0604|BCU_Factums_M0605";"Aurillac (15014) |Le Caire (Egypte)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1807.pdf"
"[Factum. Nazo, Anne. 1808]";"Jaubert";"mariage |contestations de légitimité de mariages étrangers |expédition d'Egypte |opinion publique |xénophobie |Delzons |";"Titre complet : Consultation pour Madame Nazo, Veuve du général Destaing, tutrice de sa fille mineure ; contre les héritiers Destaing.|Particularités : pièces justificatives |notations manuscrites : « Voir les mémoires et l'arrêt rendus après les enquêtes au 20e volume de la collection, page 1ére. » Arrêt du 11 juin 1808 qui ordonne que la dame Nazon fera preuve de son mriage selon le rite grec [ ] tant pour titre que par témoins [ ] à juger sur commission. Voir jurisprudence [ ] folio 11, p. 419 ».|Table Godemel : Mariage : 2. un mariage contracté par un militaire, en pays étranger, peut-il être prouvé par témoins, s’il est établi qu’on n’y était pas en usage de tenir des registres publics ? La possession de l’état de la femme suffit-elle pour contraindre les héritiers du mari à lui payer une provision ?|";"Hacquart (Paris)";;"1808|An 6-An 8|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|48 p.";"BCU_Factums_G1808";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_M0410|BCU_Factums_M0536|BCU_Factums_M0535|BCU_Factums_M0537|BCU_Factums_M0606|BCU_Factums_M0604|BCU_Factums_M0605";"Aurillac (15014) |Le Caire (Egypte)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1808.pdf"
"[Factum. Nazo, Anne. 1808]";0;"mariage |contestations de légitimité de mariages étrangers |expédition d'Egypte |opinion publique |xénophobie |Delzons |";"Titre complet : Pièces justificatives pour Madame Nazo, veuve du général Destaing, tutrice de sa fille mineure ; contre les héritiers Destaing.||Table Godemel : Mariage : 2. un mariage contracté par un militaire, en pays étranger, peut-il être prouvé par témoins, s’il est établi qu’on n’y était pas en usage de tenir des registres publics ? La possession de l’état de la femme suffit-elle pour contraindre les héritiers du mari à lui payer une provision ?|";"De l'imprimerie de Thibaud-Landriot";;"1808|An 6-An 8|1789-1799 : Révolution |1799-1804 : Consulat |";"text|factum";"application/pdf|20 p.";"BCU_Factums_G1809";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_M0410|BCU_Factums_M0536|BCU_Factums_M0535|BCU_Factums_M0537|BCU_Factums_M0606|BCU_Factums_M0603|BCU_Factums_M0605";"Aurillac (15014) |Le Caire (Egypte)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1809.pdf"
"[Factum. Esquiron-Lavignac 1807?]";"Delapchier |Marie";"conflit de voisinage |servitude de vue |auberges |experts |";"Titre complet : Précis en réponse, pour le sieur Esquiron-Lavignac, propriétaire à Aurillac, appelant et intimé ; Contre le sieur Ragoux, traiteur , habitant de la même ville, intime et appelant.|Particularités : Notation manuscrite : texte intégral de l'arrêt du 11 octobre 1807, 1ére section.|Table Godemel : Servitude : 3. la servitude de jour (luminum) et celle non altuis tollendi emportent-elles celle de prospect ? quelle est son étendue ?|";"De l'imprimerie du Palais, chez J.-C Salles (Riom)";;"Circa 1807|1806-1807|1804-1814 : 1er Empire |";"text|factum";"application/pdf|22 p.";"BCU_Factums_G1810";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"||||||";"Aurillac (15014) |Riom (63300)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1810.pdf"
"[Factum. Virotte, Jean-François. 1807?]";"Gourbeyre";"secondes noces |coutume du Bourbonnais |géomètres |";"Titre complet : A messieurs de la Cour d'Appel, à Riom [Jean-François Virotte contre Anne Delaire]||Table Godemel : Communautés : 2. pouvait-on, sous l’empire du droit coutumier, et particulièrement en Bourbonnais, interrompre une communauté conjugale, à laquelle des mineurs étaient intéressés, pour un inventaire infidèle, inexact, ouvrage du survivant seul ? L’inventaire authentique et solennel pouvait-il être remplacé par un autre acte qu’un partage ?|";"De l'imprimerie de Thibaud-Landriot (Riom)";;"Circa 1807|1762-1807|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|7 p.";"BCU_Factums_G1811";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1812|BCU_Factums_G1814|BCU_Factums_G1813||||";"Montaigut-le-Blin (03179) |Treteau (03289) |Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1811.pdf"
"[Factum. Virotte. 1807]";"Gourbeyre";"secondes noces |coutume du Bourbonnais |livres-journaux |";"Titre complet : Observation pour les enfans Virotte, du premier lit, intimés et appelans ; contre la dame Anne delaire, veuve Virotte, et ses enfants, appelans et intimés.|Particularités : Notation manuscrite : texte intégral de l'arrêt du 22 août 1807, Seconde section. Arrêt infirmatif sur plusieurs points.|Table Godemel : Communautés : 2. pouvait-on, sous l’empire du droit coutumier, et particulièrement en Bourbonnais, interrompre une communauté conjugale, à laquelle des mineurs étaient intéressés, pour un inventaire infidèle, inexact, ouvrage du survivant seul ? L’inventaire authentique et solennel pouvait-il être remplacé par un autre acte qu’un partage ?|";"De l'imprimerie de Thibaud-Landriot (Riom)";;"1807|1762-1807|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|15 p.";"BCU_Factums_G1812";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1811|BCU_Factums_G1814|BCU_Factums_G1813||||";"Montaigut-le-Blin (03179) |Treteau (03289) |Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1812.pdf"
"[Factum. Delaire, Anne. 1807?]";"Boirot |Devèze";"secondes noces |coutume du Bourbonnais |";"Titre complet : Mémoire pour Anne Delaire, veuve de Michel Virotte, et les six enfans nés de leur mariage, appelans ; contre les quatre enfans du premier lit dudit sieur Virotte, intimés.||Table Godemel : Communautés : 2. pouvait-on, sous l’empire du droit coutumier, et particulièrement en Bourbonnais, interrompre une communauté conjugale, à laquelle des mineurs étaient intéressés, pour un inventaire infidèle, inexact, ouvrage du survivant seul ? L’inventaire authentique et solennel pouvait-il être remplacé par un autre acte qu’un partage ?|";"De l'Imprimerie de Landriot (Clermont)";;"Circa 1807|1762-1807|1716-1774 : Règne de Louis XV |1774-1789 : Règne de Louis XVI -Fin de l’Ancien Régime |1789-1799 : Révolution |1799-1804 : Consulat |1804-1814 : 1er Empire |";"text|factum";"application/pdf|28  p.";"BCU_Factums_G1813";"Bibliothèque Université Clermont Auvergne| Cour d'Appel de Riom, Collection Godemel";"fre";"BCU_Factums_G1811|BCU_Factums_G1814|BCU_Factums_G1812||||";"Montaigut-le-Blin (03179) |Treteau (03289) |Clermont-Ferrand (63113)";"Domaine public";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/BCU_Factums_G1813.pdf"
